conv_id,user_id,conv_date,conv_day,market,revenue
conv_id_16788,user_id_569581,15-07-2021,Thursday,NL,219.73
conv_id_9916,user_id_62541,15-07-2021,Thursday,DE,104.21
conv_id_8443,user_id_494266,15-07-2021,Thursday,NL,55.69
conv_id_8107,user_id_215383,15-07-2021,Thursday,NL,66.12
conv_id_7835,user_id_69012,15-07-2021,Thursday,AT,25.71
conv_id_2609,user_id_593835,15-07-2021,Thursday,DE,50.42
conv_id_2721,user_id_1069431,15-07-2021,Thursday,DE,29.03
conv_id_11478,user_id_758246,15-07-2021,Thursday,DE,0
conv_id_5452,user_id_851102,15-07-2021,Thursday,AT,54.31
conv_id_1147,user_id_233468,15-07-2021,Thursday,DE,31.55
conv_id_87,user_id_376090,15-07-2021,Thursday,FR,0
conv_id_7896,user_id_181943,15-07-2021,Thursday,FR,24.16
conv_id_6367,user_id_1128698,15-07-2021,Thursday,FR,50
conv_id_3026,user_id_1033323,15-07-2021,Thursday,NL,19.42
conv_id_5331,user_id_770867,15-07-2021,Thursday,NL,71.7
conv_id_3038,user_id_441394,15-07-2021,Thursday,NL,75.37
conv_id_3857,user_id_572260,15-07-2021,Thursday,FR,43.21
conv_id_4935,user_id_932004,15-07-2021,Thursday,BE,30.99
conv_id_5615,user_id_336063,15-07-2021,Thursday,DE,39
conv_id_14762,user_id_75900,15-07-2021,Thursday,DE,29.03
conv_id_16048,user_id_839169,15-07-2021,Thursday,NL,90.4
conv_id_16249,user_id_411752,15-07-2021,Thursday,AT,161.35
conv_id_15685,user_id_647534,15-07-2021,Thursday,DE,21.47
conv_id_1360,user_id_612757,15-07-2021,Thursday,NL,38.84
conv_id_14460,user_id_199364,15-07-2021,Thursday,NL,56.2
conv_id_16500,user_id_1107981,15-07-2021,Thursday,NL,47.93
conv_id_2999,user_id_830897,15-07-2021,Thursday,DE,37.65
conv_id_11126,user_id_228379,15-07-2021,Thursday,FR,33.29
conv_id_1213,user_id_727385,15-07-2021,Thursday,DE,12.39
conv_id_15127,user_id_225539,15-07-2021,Thursday,DE,67.23
conv_id_7225,user_id_294260,15-07-2021,Thursday,NL,26.86
conv_id_12053,user_id_530041,15-07-2021,Thursday,AT,43.7
conv_id_5432,user_id_824322,15-07-2021,Thursday,AT,62.53
conv_id_14773,user_id_737151,15-07-2021,Thursday,FR,19.12
conv_id_595,user_id_958209,15-07-2021,Thursday,DE,43.7
conv_id_3199,user_id_448172,15-07-2021,Thursday,DE,44.37
conv_id_5592,user_id_52814,15-07-2021,Thursday,DE,72.6
conv_id_17256,user_id_715072,15-07-2021,Thursday,DE,150.67
conv_id_7862,user_id_1000547,15-07-2021,Thursday,NL,49.59
conv_id_1778,user_id_23843,15-07-2021,Thursday,NL,8.26
conv_id_4147,user_id_635645,15-07-2021,Thursday,DE,114.2
conv_id_8674,user_id_643458,15-07-2021,Thursday,FR,8.34
conv_id_16593,user_id_283155,15-07-2021,Thursday,NL,18.59
conv_id_13319,user_id_484866,15-07-2021,Thursday,DE,8.4
conv_id_3777,user_id_827214,15-07-2021,Thursday,NL,62.51
conv_id_10592,user_id_746021,15-07-2021,Thursday,FR,80.04
conv_id_2012,user_id_654166,15-07-2021,Thursday,DE,88.74
conv_id_14009,user_id_993135,15-07-2021,Thursday,DE,45.71
conv_id_14547,user_id_1034469,15-07-2021,Thursday,NL,8.26
conv_id_14769,user_id_747917,15-07-2021,Thursday,FR,8.34
conv_id_9895,user_id_18847,15-07-2021,Thursday,AT,88.06
conv_id_13992,user_id_1134213,15-07-2021,Thursday,DE,45.72
conv_id_5667,user_id_783615,15-07-2021,Thursday,DE,8.4
conv_id_16863,user_id_501903,15-07-2021,Thursday,DE,33.62
conv_id_8225,user_id_468056,15-07-2021,Thursday,DE,51.1
conv_id_10615,user_id_828800,15-07-2021,Thursday,DE,49.08
conv_id_2189,user_id_188865,15-07-2021,Thursday,DE,47.73
conv_id_5329,user_id_813921,15-07-2021,Thursday,DE,112.27
